Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,Unnamed: 16,Unnamed: 17,Unnamed: 18,final_text,english_final_text,spacy_sentiment,vedar_sentiment
1429616499023568898,"Algunos preferirán creerle a los opositores ladrones que no han hecho nada más que saquear nuestro país, destruirlo y pagar para que asesinen a nuestro pueblo.

Otros decidirán creerle al Gobierno.

Pero al final, todos se darán cuenta de la realidad el 7 de septiembre 😘",Nayib Bukele 🇸🇻,nayibbukele,2021-08-23T01:28:29.000Z,Mon Aug 23 01:28:29 +0000 2021,3358,633,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,,"Algunos preferirán creerle a los opositores ladrones que no han hecho nada más que saquear nuestro país, destruirlo y pagar para que asesinen a nuestro pueblo.

Otros decidirán creerle al Gobierno.

Pero al final, todos se darán cuenta de la realidad el 7 de septiembre 😘","Some will prefer to believe the rude opponents who have not done anything else to loot our country, destroy it and pay for them to assassinate our people.

Others will decide to believe the government.

But in the end, everyone will realize the reality on September 7 😘",Negative,Positive
1429618010944385029,"Nuestro pueblo paga $400 MILLONES al año en comisiones por las remesas.

Solo ese ahorro será un beneficio enorme para nuestra gente (o al menos para quien así lo desee).

También está la ventaja de no tener que cargar efectivo. Más seguro y más práctico.",Nayib Bukele 🇸🇻,nayibbukele,2021-08-23T01:34:29.000Z,Mon Aug 23 01:34:29 +0000 2021,3283,646,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,,"Nuestro pueblo paga $400 MILLONES al año en comisiones por las remesas.

Solo ese ahorro será un beneficio enorme para nuestra gente (o al menos para quien así lo desee).

También está la ventaja de no tener que cargar efectivo. Más seguro y más práctico.","Our people pay $ 400 million a year in commissions for remittances.

Only that savings will be a huge benefit for our people (or at least for those who wish).

There is also the advantage of not having to load cash.Safer and more practical.",Neutral,Positive
1429619062334705669,"Otra ventaja es que comerciantes informales, puestos en el mercado, etcétera, tendrán como probar ingresos y podrán acceder a créditos con bajo interés.

Para esto, solo tendrán que usar la billetera electrónica, independientemente de si la utilizan para recibir pagos en DÓLARES.",Nayib Bukele 🇸🇻,nayibbukele,2021-08-23T01:38:40.000Z,Mon Aug 23 01:38:40 +0000 2021,2869,517,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,,"Otra ventaja es que comerciantes informales, puestos en el mercado, etcétera, tendrán como probar ingresos y podrán acceder a créditos con bajo interés.

Para esto, solo tendrán que usar la billetera electrónica, independientemente de si la utilizan para recibir pagos en DÓLARES.","Another advantage is that informal merchants, put in the market, etc., will have to try income and can access loans with low interest.

For this, you will only have to use the electronic wallet, regardless of whether they use it to receive payments in dollars.",Neutral,Positive
1429620348216090627,"En fin, solo benéficos, pero el Gobierno no va a obligar a nadie a recibirlos.

Si alguien quiere seguir cargando efectivo, no recibir bono de entrada, no ganarse a los clientes que tengan #bitcoin, no crecer su negocio y pagar comisión por las remesas, puede seguirlo haciendo 🤷🏻‍♂️",Nayib Bukele 🇸🇻,nayibbukele,2021-08-23T01:43:46.000Z,Mon Aug 23 01:43:46 +0000 2021,3975,691,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,1,0,,,,,,"En fin, solo benéficos, pero el Gobierno no va a obligar a nadie a recibirlos.

Si alguien quiere seguir cargando efectivo, no recibir bono de entrada, no ganarse a los clientes que tengan #bitcoin, no crecer su negocio y pagar comisión por las remesas, puede seguirlo haciendo 🤷🏻‍♂️","In short, only beneficial, but the government will not force anyone to receive them.

If someone wants to keep charging cash, do not receive entry bonus, not earn customers who have #bitcoin, do not grow their business and pay commission for remittances, you can follow it by doing 🤷🏻♂️",Neutral,Negative
1429623330211082245,"¿Cuándo se podrá acceder a todos estos beneficios?

Pues como dice la ley, a partir del 7 de septiembre.

La billetera electrónica Chivo aún no está disponible, lo estará el 7 en todas las app stores.

Estén pendientes aquí: @chivowallet 👋🏼

O no, como cada quien prefiera 😉",Nayib Bukele 🇸🇻,nayibbukele,2021-08-23T01:55:37.000Z,Mon Aug 23 01:55:37 +0000 2021,3961,694,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,"¿Cuándo se podrá acceder a todos estos beneficios?

Pues como dice la ley, a partir del 7 de septiembre.

La billetera electrónica Chivo aún no está disponible, lo estará el 7 en todas las app stores.

Estén pendientes aquí: @chivowallet 👋🏼

O no, como cada quien prefiera 😉","When can all these benefits be accessed?

Well, as the law says, as of September 7.

The Chivo Electronic Wallet is not yet available, it will be 7 on all the App Stores.

Stay here: @chivowallet 👋🏼

Or not, like everyone prefers 😉",Positive,Positive
1429798971225083906,"Esta es la “institucionalidad” que defienden.

Esta era la famosa “separación de poderes” (que de separación no tenía nada).

Esto es a lo que quieren que volvamos... https://t.co/pbFlPDnDW6",Nayib Bukele 🇸🇻,nayibbukele,2021-08-23T13:33:33.000Z,Mon Aug 23 13:33:33 +0000 2021,3111,850,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/AlejandroZelay9/status/1429604528630939658 ,0,0,,,,,,"Esta es la “institucionalidad” que defienden.

Esta era la famosa “separación de poderes” (que de separación no tenía nada).

Esto es a lo que quieren que volvamos... https://t.co/pbFlPDnDW6","This is the ""institutionality"" that they defend.

This was the famous ""separation of powers"" (which of separation had nothing).

This is what they want us to come back ... https://t.co/pbflpdndw6",Positive,Positive
1429817161057439747,"De los creadores de “los sobresueldos son legales”, viene: https://t.co/xFLp8dIG1H",Nayib Bukele 🇸🇻,nayibbukele,2021-08-23T14:45:50.000Z,Mon Aug 23 14:45:50 +0000 2021,3770,830,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/ultimahsv/status/1429803542810877953 ,0,0,,,,,,"De los creadores de “los sobresueldos son legales”, viene: https://t.co/xFLp8dIG1H","Of the creators of ""the bonuses are legal"", comes: https://t.co/xflp8dig1h",Negative,Positive
1429900748070998020,"El Gobierno no tiene ninguna incidencia en los incrementos o rebajas en el precio del combustible, el cual responde a las dinámicas de la economía mundial.

Pero ya que la oposición comparte las subidas y ataca al Gobierno por algo que no controlamos, toca compartir las rebajas👇🏼 https://t.co/97ZJnPwx8y",Nayib Bukele 🇸🇻,nayibbukele,2021-08-23T20:17:59.000Z,Mon Aug 23 20:17:59 +0000 2021,3370,744,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/EconomiaSV/status/1429896416693002248 ,0,0,,,,,,"El Gobierno no tiene ninguna incidencia en los incrementos o rebajas en el precio del combustible, el cual responde a las dinámicas de la economía mundial.

Pero ya que la oposición comparte las subidas y ataca al Gobierno por algo que no controlamos, toca compartir las rebajas👇🏼 https://t.co/97ZJnPwx8y","The government has no incidence in increments or rebates in the price of fuel, which responds to the dynamics of the world economy.

But since the opposition shares the climbs and attacks the government for something we do not control, it's time to share the saves👇🏼 https://t.co/97zjnpwx8y",Neutral,Positive
1429903001792172035,"De hecho, esta pequeña baja en los precios responde a esto: https://t.co/HFrWf5Ru09",Nayib Bukele 🇸🇻,nayibbukele,2021-08-23T20:26:56.000Z,Mon Aug 23 20:26:56 +0000 2021,1108,196,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,https://twitter.com/EconomiaSV/status/1429896420392321030 ,0,0,,,,,,"De hecho, esta pequeña baja en los precios responde a esto: https://t.co/HFrWf5Ru09","In fact, this small low prices answers this: https://t.co/hfrwf5ru09",Neutral,Negative
1429913092075528200,"Han bloqueado los comentarios.

Pero puede pasar por acá a dejarles el suyo.

Twitter es servicio. https://t.co/U4k3cwoAVz",Nayib Bukele 🇸🇻,nayibbukele,2021-08-23T21:07:02.000Z,Mon Aug 23 21:07:02 +0000 2021,4942,774,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/ARENAOFICIAL/status/1429878817624141824 ,0,0,,,,,,"Han bloqueado los comentarios.

Pero puede pasar por acá a dejarles el suyo.

Twitter es servicio. https://t.co/U4k3cwoAVz","They have blocked the comments.

But it can happen here to leave yours.

Twitter is service.https://t.co/u4k3cwoavz.",Neutral,Negative
1429962209682092056,"Se hacen pasar por “periodistas”, pero todos los salvadoreños sabemos que solo son plumas pagadas. https://t.co/7vs0ZjhFAD",Nayib Bukele 🇸🇻,nayibbukele,2021-08-24T00:22:12.000Z,Tue Aug 24 00:22:12 +0000 2021,3171,590,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/merino_monroy/status/1429899706654765059 ,0,0,,,,,,"Se hacen pasar por “periodistas”, pero todos los salvadoreños sabemos que solo son plumas pagadas. https://t.co/7vs0ZjhFAD","They become ""journalists"", but all Salvadorans know that they are only paid feathers.https://t.co/7vs0zjhfad.",Neutral,Neutral
1429985018517065730,El ojo morado es porque se cayó de la moto. https://t.co/Wm5o8OipEJ,Nayib Bukele 🇸🇻,nayibbukele,2021-08-24T01:52:50.000Z,Tue Aug 24 01:52:50 +0000 2021,7361,802,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/PNCSV/status/1429842957910294535 ,0,0,,,,,,El ojo morado es porque se cayó de la moto. https://t.co/Wm5o8OipEJ,The purple eye is because it fell off the bike.https://t.co/wm5o8oipej.,Neutral,Neutral
1430222639000326146,"No lo sé Rick, parece Soros...",Nayib Bukele 🇸🇻,nayibbukele,2021-08-24T17:37:04.000Z,Tue Aug 24 17:37:04 +0000 2021,14533,1699,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,"No lo sé Rick, parece Soros...","I do not know Rick, it seems soros ...",Neutral,Neutral
1430236307998003205,"Quieren que contestemos el mismo refrito, que ya contestamos y que ya publicaron 5 veces.

Lo peor es que lo intercalan, primero que les violamos los derechos humanos, luego que les damos beneficios, luego que les violamos los derechos humanos y así, probando a ver qué les pega.",Nayib Bukele 🇸🇻,nayibbukele,2021-08-24T18:31:22.000Z,Tue Aug 24 18:31:22 +0000 2021,6182,1076,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,"Quieren que contestemos el mismo refrito, que ya contestamos y que ya publicaron 5 veces.

Lo peor es que lo intercalan, primero que les violamos los derechos humanos, luego que les damos beneficios, luego que les violamos los derechos humanos y así, probando a ver qué les pega.","They want us to answer the same reject, which we already answered and that they already published 5 times.

The worst thing is that they are interspersed, first of us violating human rights, after we give them benefits, after we violate human rights and thus, trying to see what it hits.",Neutral,Negative
1430237452359413761,"Dentro de un mes, volverán a sacar el MISMO REFRITO y volverán a pedir reacción del Gobierno.

Sus propios ataques son contradictorios entre sí y nunca presentan pruebas de nada.

Ya si alguien les quiere creer, aún sabiendo todos para quién trabajan, pues adelante.",Nayib Bukele 🇸🇻,nayibbukele,2021-08-24T18:35:55.000Z,Tue Aug 24 18:35:55 +0000 2021,4451,677,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,,"Dentro de un mes, volverán a sacar el MISMO REFRITO y volverán a pedir reacción del Gobierno.

Sus propios ataques son contradictorios entre sí y nunca presentan pruebas de nada.

Ya si alguien les quiere creer, aún sabiendo todos para quién trabajan, pues adelante.","Within a month, they will take the same reaction again and return to reaction from the government.

His own attacks are contradictory with each other and never present evidence of anything.

Already if someone wants to believe them, even knowing everyone for whom they work, well.",Neutral,Negative
1430361295447003141,You should really go and take your pills. https://t.co/BPwA6j0GYM,Nayib Bukele 🇸🇻,nayibbukele,2021-08-25T02:48:02.000Z,Wed Aug 25 02:48:02 +0000 2021,8776,1145,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/steve_hanke/status/1430325812725796871 ,0,0,,,,,,You should really go and take your pills. https://t.co/BPwA6j0GYM,You should really go and take your pills. https://t.co/BPwA6j0GYM,Negative,Neutral
1430376270177701888,🇸🇻 https://t.co/WKiAdUeCbI,Nayib Bukele 🇸🇻,nayibbukele,2021-08-25T03:47:32.000Z,Wed Aug 25 03:47:32 +0000 2021,2814,440,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/SergioChapa/status/1430288631361572866 ,0,0,,,,,,🇸🇻 https://t.co/WKiAdUeCbI,🇸🇻 https://t.co/WKiAdUeCbI,Neutral,Neutral
1430380621516480513,"Estamos buscando 20,000 jóvenes que quieran defender a nuestra patria de sus enemigos internos y externos.

Si quieres ser parte de la @FUERZARMADASV, acércate a los Centros de Reclutamiento y Reserva (tenemos centros en todos los departamentos).

Dios bendiga a El Salvador🇸🇻 https://t.co/Hcjd2JHaSN",Nayib Bukele 🇸🇻,nayibbukele,2021-08-25T04:04:50.000Z,Wed Aug 25 04:04:50 +0000 2021,8350,1546,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,video,https://video.twimg.com/ext_tw_video/1430380298525609984/pu/vid/480x270/Fl-AIRV9S1AzVBis.mp4?tag=12,,,,"Estamos buscando 20,000 jóvenes que quieran defender a nuestra patria de sus enemigos internos y externos.

Si quieres ser parte de la @FUERZARMADASV, acércate a los Centros de Reclutamiento y Reserva (tenemos centros en todos los departamentos).

Dios bendiga a El Salvador🇸🇻 https://t.co/Hcjd2JHaSN","We are looking for 20,000 young people who want to defend our homeland from their internal and external enemies.

If you want to be part of the @fuerzarmadasv, come to the recruitment and reserve centers (we have centers in all departments).

God bless El Salvador🇸🇻 https://t.co/hcjd2jhasn",Neutral,Positive
1430403421379641349,"Cuando TIENEN que atacar, pero ya se quedaron sin material... https://t.co/wTxgKY6PZv",Nayib Bukele 🇸🇻,nayibbukele,2021-08-25T05:35:25.000Z,Wed Aug 25 05:35:25 +0000 2021,3421,471,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/prensagrafica/status/1430398312209948673 ,0,0,,,,,,"Cuando TIENEN que atacar, pero ya se quedaron sin material... https://t.co/wTxgKY6PZv","When they have to attack, but they left without material ... https://t.co/wtxgky6pzv",Neutral,Negative
1430601852199055365,🤔 https://t.co/WuqiJyJFTd,Nayib Bukele 🇸🇻,nayibbukele,2021-08-25T18:43:55.000Z,Wed Aug 25 18:43:55 +0000 2021,10361,844,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/E9qEzTHXIAEH3uX.jpg,,,,🤔 https://t.co/WuqiJyJFTd,🤔 https://t.co/WuqiJyJFTd,Neutral,Neutral
1430719212830482441,"¡VOLVIMOS A BATIR NUESTRO PROPIO RÉCORD DE VACUNACIONES! 🇸🇻

¡SUPERAMOS LOS 100,000 VACUNADOS EN UN DÍA!

Vacunados 25 de agosto: 102,028

•Primera Dosis: 27,234
•Segunda Dosis: 74,794

Dosis aplicadas este día, únicamente en el Megacentro de Vacunación del @HospitalSV: 22,366",Nayib Bukele 🇸🇻,nayibbukele,2021-08-26T02:30:16.000Z,Thu Aug 26 02:30:16 +0000 2021,5860,897,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,,,,,,"¡VOLVIMOS A BATIR NUESTRO PROPIO RÉCORD DE VACUNACIONES! 🇸🇻

¡SUPERAMOS LOS 100,000 VACUNADOS EN UN DÍA!

Vacunados 25 de agosto: 102,028

•Primera Dosis: 27,234
•Segunda Dosis: 74,794

Dosis aplicadas este día, únicamente en el Megacentro de Vacunación del @HospitalSV: 22,366","We went back to beat our own record of vaccinations!🇸🇻.

We overcome the 100,000 vaccinated in a day!

Vaccinates August 25: 102,028

• First dose: 27,234
• Second dose: 74,794

Dosage applied this day, only in the MegaChentro of Vaccination of @Hospitalsv: 22,366",Negative,Neutral
1430719786204508167,"Tenemos más de 160 centros y cabinas de vacunación distribuidas por todo nuestro país, 3 auto centros y el Megacentro del @HospitalSV.

Recuerden que pueden agendar su cita, para todas las personas mayores de 12 años en https://t.co/5UMn3d4hIV

¡De esta salimos todos juntos! 🇸🇻",Nayib Bukele 🇸🇻,nayibbukele,2021-08-26T02:32:33.000Z,Thu Aug 26 02:32:33 +0000 2021,2449,345,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,http://www.vacunacioncovid19.gob.sv ,0,1,,,,,,"Tenemos más de 160 centros y cabinas de vacunación distribuidas por todo nuestro país, 3 auto centros y el Megacentro del @HospitalSV.

Recuerden que pueden agendar su cita, para todas las personas mayores de 12 años en https://t.co/5UMn3d4hIV

¡De esta salimos todos juntos! 🇸🇻","We have more than 160 centers and vaccination centers distributed throughout our country, 3 auto centers and the megancentro of @hospitalsv.

Remember that you can schedule your appointment, for all people over 12 years old at https://t.co/5umn3d4hiv

From this we go all together!🇸🇻.",Positive,Neutral
