Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,Unnamed: 16,Unnamed: 17,Unnamed: 18,final_text,english_final_text,spacy_sentiment,vedar_sentiment,keyword_sum,is_chivowallet,is_Bitcoin,is_El Salvador,is_dinero,is_millones,is_dolar,is_volcano,is_volcano bond,attention_index,UTC_time_diff,Event_bucket,is_significant_Event,is_significant_SubEvent
1432192131607769094,"Recibidos.

También vino pollo y strips 🤤

El equipo #Bitcoin manda las gracias.

#SiAlBiscuit https://t.co/zq3w1ehhml https://t.co/h7wBc51RNX",Nayib Bukele 🇸🇻,nayibbukele,2021-08-30 04:03:07,Mon Aug 30 04:03:07 +0000 2021,5277,655,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/KFC_sv/status/1432176545603465226 ,2,0,photo,https://pbs.twimg.com/media/E-ArJm6WUAQRmY-.jpg,,,,"Recibidos.

También vino pollo y strips 🤤

El equipo #Bitcoin manda las gracias.

#SiAlBiscuit https://t.co/zq3w1ehhml https://t.co/h7wBc51RNX","Received

Also wine chicken and strips 🤤

The #BITCOIN team sends thanks.

#Sialbiscuit https://t.co/zq3w1ehhml https://t.co/h7wbc51rnx.",Neutral,Positive,1,0,1,0,0,0,0,0,0,6587,87.0,1-6H,0,0
1432432613600399371,"Aquí otro de los “expertos” de la oposición.

La misión @NASAArtemis para volver a la Luna en 2024 tiene un costo estimado de $28 mil millones, casi 9 veces menos que mis vacaciones en Ibiza.

#NayikDictador https://t.co/Hzxl5GSz7s",Nayib Bukele 🇸🇻,nayibbukele,2021-08-30 19:58:43,Mon Aug 30 19:58:43 +0000 2021,4406,843,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/chinchontepec22/status/1432358416786276354 ,1,1,,,,,,"Aquí otro de los “expertos” de la oposición.

La misión @NASAArtemis para volver a la Luna en 2024 tiene un costo estimado de $28 mil millones, casi 9 veces menos que mis vacaciones en Ibiza.

#NayikDictador https://t.co/Hzxl5GSz7s","Here another of the ""experts"" of the opposition.

The @nasaartemis mission to return to the moon in 2024 has an estimated cost of $ 28 billion, almost 9 times less than my vacation in Ibiza.

#Nayikdictator https://t.co/hzxl5gsz7s.",Neutral,Neutral,1,0,0,0,0,1,0,0,0,6092,956.0,_6H,1,0
1432452527665164293,"Le han estado cobrando a nuestro pueblo hasta 25% de comisión en casos como este.

Por eso se oponen a la Ley #Bitcoin

Están protegiendo los $400 millones que le quitan a nuestros hermanos en el exterior cada año.

Allá los engañados que piensan que se preocupan por los pobres. https://t.co/hGndRBCZIk",Nayib Bukele 🇸🇻,nayibbukele,2021-08-30 21:17:50,Mon Aug 30 21:17:50 +0000 2021,4136,895,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/MaribelVasquezJ/status/1432193657222754309 ,1,0,,,,,,"Le han estado cobrando a nuestro pueblo hasta 25% de comisión en casos como este.

Por eso se oponen a la Ley #Bitcoin

Están protegiendo los $400 millones que le quitan a nuestros hermanos en el exterior cada año.

Allá los engañados que piensan que se preocupan por los pobres. https://t.co/hGndRBCZIk","They have been charging our people to 25% commission in cases like this.

That is why they oppose the law #bitcoin

They are protecting the $ 400 million that take away our brothers abroad every year.

There the deceived ones who think they care about the poor.https://t.co/hgndrbczik.",Neutral,Positive,2,0,1,0,0,1,0,0,0,5926,79.0,1-6H,0,0
1432461213393432579,"Aquí el otro “experto” de la oposición.

“Sototoshis”, “el toshis”, “santoshis”.

Está bien que no sepan absolutamente nada sobre #Bitcoin, nadie nace con todo aprendido.

Lo que está mal es que quieran que nuestro país haga lo que un ignorante diga. https://t.co/OYRIAppgkx",Nayib Bukele 🇸🇻,nayibbukele,2021-08-30 21:52:21,Mon Aug 30 21:52:21 +0000 2021,3744,776,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/franfuentessv/status/1432458838028980228 ,1,0,,,,,,"Aquí el otro “experto” de la oposición.

“Sototoshis”, “el toshis”, “santoshis”.

Está bien que no sepan absolutamente nada sobre #Bitcoin, nadie nace con todo aprendido.

Lo que está mal es que quieran que nuestro país haga lo que un ignorante diga. https://t.co/OYRIAppgkx","Here the other ""expert"" of the opposition.

""Sotoshis"", ""El Toshis"", ""Santoshis"".

It's okay that they do not know anything about #bitcoin, nobody is born with everything learned.

What is wrong is that they want our country to do what an ignorant say.https://t.co/oyriappgkx.",Neutral,Negative,1,0,1,0,0,0,0,0,0,5296,35.0,0-1H,0,0
1432532924990164994,"Estamos construyendo 50 puntos Chivo distribuidos por todo nuestro país 🇸🇻

En ellos se podrá depositar y retirar dinero (sin comisiones) y habrá personas listas para asesorar en cómo descargar y utilizar la billetera electrónica y los cajeros.

@chivowallet #Bitcoin #PuntosChivo https://t.co/unT8rOTR7f",Nayib Bukele 🇸🇻,nayibbukele,2021-08-31 02:37:19,Tue Aug 31 02:37:19 +0000 2021,6755,1256,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,1,photo,https://pbs.twimg.com/media/E-FhGfNWUAEyAn_.jpg,https://pbs.twimg.com/media/E-FhGfRWQAERPVr.jpg,https://pbs.twimg.com/media/E-FhGfNWEAQDqOg.jpg,https://pbs.twimg.com/media/E-FhGfiWEAAUnw0.jpg,"Estamos construyendo 50 puntos Chivo distribuidos por todo nuestro país 🇸🇻

En ellos se podrá depositar y retirar dinero (sin comisiones) y habrá personas listas para asesorar en cómo descargar y utilizar la billetera electrónica y los cajeros.

@chivowallet #Bitcoin #PuntosChivo https://t.co/unT8rOTR7f","We are building 50 goggles distributed throughout our country 🇸🇻

In them you can deposit and withdraw money (without commissions) and there will be people ready to advise how to download and use the electronic wallet and the ATMs.

@chivowallet #bitcoin #Puntoschy https://t.co/unt8rotR7F",Negative,Positive,3,1,1,0,1,0,0,0,0,9267,285.0,1-6H,1,0
1432759874522423296,"Esta publicación fue el 29 de febrero de 2020.

Vean los comentarios de la oposición, criticando que era “ridículo” usar mascarilla y que era “un show” del Gobierno.

Gracias a Dios no les hicimos caso. Ahora ellos también las usan.

Así pasará con #Bitcoin y la @chivowallet. https://t.co/UJER9z1GIV",Nayib Bukele 🇸🇻,nayibbukele,2021-08-31 17:39:08,Tue Aug 31 17:39:08 +0000 2021,3127,639,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/ElMundoSV/status/1233812674796032005 ,1,1,,,,,,"Esta publicación fue el 29 de febrero de 2020.

Vean los comentarios de la oposición, criticando que era “ridículo” usar mascarilla y que era “un show” del Gobierno.

Gracias a Dios no les hicimos caso. Ahora ellos también las usan.

Así pasará con #Bitcoin y la @chivowallet. https://t.co/UJER9z1GIV","This publication was February 29, 2020.

See the comments of the opposition, criticizing that it was ""ridiculous"" to use mask and that it was ""a show"" of the government.

Thank God we did not listen to them.Now they also use them.

This will happen with #bitcoin and the @chivowallet.https://t.co/ujer9z1giv.",Negative,Negative,2,1,1,0,0,0,0,0,0,4405,902.0,_6H,1,0
1432773851969163267,"También decían que no construyéramos el @HospitalSV, que mejor atendiéramos a los enfermos en carpas en parques y estadios.

Imagínense atendiendo a nuestros pacientes en un estadio.

Gracias a Dios NUNCA les hacemos caso.

Así les pasará con el #Bitcoin y la @chivowallet. https://t.co/BbpHfY7Ud2",Nayib Bukele 🇸🇻,nayibbukele,2021-08-31 18:34:40,Tue Aug 31 18:34:40 +0000 2021,3139,685,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/EEBarrientos/status/1244848619771084800 ,1,2,,,,,,"También decían que no construyéramos el @HospitalSV, que mejor atendiéramos a los enfermos en carpas en parques y estadios.

Imagínense atendiendo a nuestros pacientes en un estadio.

Gracias a Dios NUNCA les hacemos caso.

Así les pasará con el #Bitcoin y la @chivowallet. https://t.co/BbpHfY7Ud2","They also said that we did not build the @hospitalsv, which we better attended patients in tents and stadiums.

Imagine attending our patients in a stadium.

Thank God we never pay attention to them.

This will happen to them with the #BITCOIN and the @chivowallet.https://t.co/bbphfy7ud2.",Positive,Positive,2,1,1,0,0,0,0,0,0,4509,56.0,0-1H,0,1
1433090283978231811,Y en estas históricas cifras falta incluir el impulso que le dará la Ley #Bitcoin a nuestra economía 🇸🇻 https://t.co/TuKx14dyLS,Nayib Bukele 🇸🇻,nayibbukele,2021-09-01 15:32:03,Wed Sep 01 15:32:03 +0000 2021,4184,797,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/Forbes_CA/status/1432757576463048704 ,1,0,,,,,,Y en estas históricas cifras falta incluir el impulso que le dará la Ley #Bitcoin a nuestra economía 🇸🇻 https://t.co/TuKx14dyLS,"And in these historical figures, it is necessary to include the impulse that will give you the law #bitcoin to our economy 🇸🇻 https://t.co/tukx14dyls",Neutral,Neutral,1,0,1,0,0,0,0,0,0,5778,1257.0,_6H,1,0
1433149423731757058,"Por cierto, ¿recuerdan que este dinero se daba por perdido?

Pues ya no, ahora la verdadera justicia da sus primeros pasos 🇸🇻

#DevuelvanLoRobado https://t.co/dQVfDcolzN",Nayib Bukele 🇸🇻,nayibbukele,2021-09-01 19:27:03,Wed Sep 01 19:27:03 +0000 2021,3236,684,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/FGR_SV/status/1433120897431392260 ,1,0,,,,,,"Por cierto, ¿recuerdan que este dinero se daba por perdido?

Pues ya no, ahora la verdadera justicia da sus primeros pasos 🇸🇻

#DevuelvanLoRobado https://t.co/dQVfDcolzN","By the way, remember that this money was lost?

Well, no longer, now true justice takes its first steps 🇸🇻

#DevuelingLocated https://t.co/dqvfdcolzn.",Positive,Positive,1,0,0,0,1,0,0,0,0,4604,235.0,1-6H,0,0
1433200147484266496,"Si tomamos en cuenta el impulso que dará la Ley #Bitcoin, la inyección de $30 por persona en moneda deflacionaria, el fideicomiso del salario mínimo, el fideicomiso de reactivación económica y el no pago de comisiones por las remesas...

Estoy seguro que la cifra será mayor 😉 https://t.co/D1fMs36shG",Nayib Bukele 🇸🇻,nayibbukele,2021-09-01 22:48:37,Wed Sep 01 22:48:37 +0000 2021,3827,790,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/Forbes_CA/status/1433067119424335873 ,1,0,,,,,,"Si tomamos en cuenta el impulso que dará la Ley #Bitcoin, la inyección de $30 por persona en moneda deflacionaria, el fideicomiso del salario mínimo, el fideicomiso de reactivación económica y el no pago de comisiones por las remesas...

Estoy seguro que la cifra será mayor 😉 https://t.co/D1fMs36shG","If we take into account the impulse that the #BITCOIN law, the injection of $ 30 per person in deflationary currency, the minimum salary trust, the economic reactivation trust and the non-payment of commissions for remittances ...

I am sure that the figure will be greater 😉 https://t.co/d1fms36shg",Positive,Positive,1,0,1,0,0,0,0,0,0,5407,202.0,1-6H,1,0
1433924225157537792,"Falta muchísimo por hacer, pero El Salvador ahora tiene, en un mes, menos homicidios de los antes tenía en un solo día. https://t.co/7RSl7V0oYr",Nayib Bukele 🇸🇻,nayibbukele,2021-09-03 22:45:50,Fri Sep 03 22:45:50 +0000 2021,5072,722,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/jricardososa/status/1433446407290171397 ,0,0,,,,,,"Falta muchísimo por hacer, pero El Salvador ahora tiene, en un mes, menos homicidios de los antes tenía en un solo día. https://t.co/7RSl7V0oYr","It lacks a lot to do, but El Salvador now has, in a month, fewer homicides of the previous ones had in a single day.https://t.co/7rsl7v0oyr.",Neutral,Neutral,1,0,0,1,0,0,0,0,0,6516,2877.0,_6H,1,0
1433930609760645123,"Take look at this thread👇🏼

#Bitcoin🇸🇻 https://t.co/fmMrqouU1x",Nayib Bukele 🇸🇻,nayibbukele,2021-09-03 23:11:13,Fri Sep 03 23:11:13 +0000 2021,6313,1043,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/gladstein/status/1433547324991623169 ,1,0,,,,,,"Take look at this thread👇🏼

#Bitcoin🇸🇻 https://t.co/fmMrqouU1x","Take look at this thread👇🏼

#Bitcoin🇸🇻 https://t.co/fmMrqouU1x",Neutral,Neutral,1,0,1,0,0,0,0,0,0,8399,25.0,0-1H,0,1
1434948725550551042,"Tomorrow, for the first time in history, all the eyes of the world will be on El Salvador.

#Bitcoin did this.

#BTC🌎🇸🇻 https://t.co/h3zO2COYmb",Nayib Bukele 🇸🇻,nayibbukele,2021-09-06 18:36:50,Mon Sep 06 18:36:50 +0000 2021,20105,4650,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/BitcoinMagazine/status/1434869144395079681 ,2,0,,,,,,"Tomorrow, for the first time in history, all the eyes of the world will be on El Salvador.

#Bitcoin did this.

#BTC🌎🇸🇻 https://t.co/h3zO2COYmb","Tomorrow, for the first time in history, all the eyes of the world will be on El Salvador.

#Bitcoin did this.

#BTC🌎🇸🇻 https://t.co/h3zO2COYmb",Positive,Neutral,2,0,1,1,0,0,0,0,0,29405,4046.0,_6H,1,0
1434965486543020034,"Incoming FUD!

Tons of it.

Stay focused.

#Bitcoin🌎🇸🇻",Nayib Bukele 🇸🇻,nayibbukele,2021-09-06 19:43:27,Mon Sep 06 19:43:27 +0000 2021,17762,2451,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,,,,,,"Incoming FUD!

Tons of it.

Stay focused.

#Bitcoin🌎🇸🇻","Incoming FUD!

Tons of it.

Stay focused.

#Bitcoin🌎🇸🇻",Neutral,Negative,1,0,1,0,0,0,0,0,0,22664,67.0,1-6H,0,0
1434968475928248331,"El Salvador has just bought it’s first 200 coins.

Our brokers will be buying a lot more as the deadline approaches.

#BitcoinDay #BTC🇸🇻",Nayib Bukele 🇸🇻,nayibbukele,2021-09-06 19:55:19,Mon Sep 06 19:55:19 +0000 2021,35361,7322,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,,,,,,"El Salvador has just bought it’s first 200 coins.

Our brokers will be buying a lot more as the deadline approaches.

#BitcoinDay #BTC🇸🇻","El Salvador has just bought it’s first 200 coins.

Our brokers will be buying a lot more as the deadline approaches.

#BitcoinDay #BTC🇸🇻",Positive,Neutral,2,0,1,1,0,0,0,0,0,50005,12.0,0-1H,0,0
1434986040473833477,#Bitcoin🇸🇻 @chivowallet https://t.co/wErz0YAsWS,Nayib Bukele 🇸🇻,nayibbukele,2021-09-06 21:05:07,Mon Sep 06 21:05:07 +0000 2021,9406,2198,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,1,video,https://video.twimg.com/ext_tw_video/1434985803629858822/pu/vid/640x360/xaTaGBB-WTmNk3h1.mp4?tag=12,,,,#Bitcoin🇸🇻 @chivowallet https://t.co/wErz0YAsWS,#Bitcoin🇸🇻 @chivowallet https://t.co/wErz0YAsWS,Neutral,Neutral,2,1,1,0,0,0,0,0,0,13802,70.0,1-6H,0,0
1435019463632556047,"Eso es literalmente menos del 0.03% de lo que ustedes se robaron cuando estuvieron en el Gobierno.

Y lo más importante es que, ahora, el dinero es para el mismo pueblo.

De verdad que no tienen vergüenza. https://t.co/YcftyZNOET",Nayib Bukele 🇸🇻,nayibbukele,2021-09-06 23:17:56,Mon Sep 06 23:17:56 +0000 2021,6221,1149,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/ARENAfraccion/status/1434984847672553473 ,0,0,,,,,,"Eso es literalmente menos del 0.03% de lo que ustedes se robaron cuando estuvieron en el Gobierno.

Y lo más importante es que, ahora, el dinero es para el mismo pueblo.

De verdad que no tienen vergüenza. https://t.co/YcftyZNOET","That is literally less than 0.03% of what you are stolen when you were in the government.

And the most important thing is that, now, money is for the same people.

They really have no shame.https://t.co/YCFTYZNOET.",Neutral,Negative,1,0,0,0,1,0,0,0,0,8519,133.0,1-6H,0,0
1435023474494410753,"El Salvador just bought 200 new coins.

We now hold 400 #bitcoin

#BitcoinDay 🇸🇻",Nayib Bukele 🇸🇻,nayibbukele,2021-09-06 23:33:52,Mon Sep 06 23:33:52 +0000 2021,42554,6966,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,,,,,,"El Salvador just bought 200 new coins.

We now hold 400 #bitcoin

#BitcoinDay 🇸🇻","El Salvador just bought 200 new coins.

We now hold 400 #bitcoin

#BitcoinDay 🇸🇻",Neutral,Neutral,2,0,1,1,0,0,0,0,0,56486,16.0,0-1H,0,0
